State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS , Volunteer Drivers , Personal Vehicles ,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
,00247,0T29,Native Village of Noatak,NNV,,Reduced Reporter,Tribe,Tribe,,,,6/30/2022,10/31/2022,#5 Swamp Street,,24,Noatak,AK,99761,,10,http://www.maniilaq.org/,7186,,,,2,Alaska Non-UZA,"Noatak ANVSA, AK"," 359,299 ", -   , -   , 1 ,, 1 ,,,Tier II,,,
,00271,0T41,Nome Eskimo Community,NEC,,Reduced Reporter,Tribe,Tribe,,,,9/30/2022,1/31/2023,200 W. 5Th Avenue,,1090,Nome,AK,99762,,10,www.necalaska.org,6985,,,,,,"Nome ANVSA, AK",,,,,, -   ,,,Tier II,,,
,00279,0T40,Hydaburg Cooperative Association,,,Reduced Reporter,Tribe,Tribe,,,,12/31/2022,4/30/2023,1 Water St,,349,Hydaburg,AK,99922,,10,www.hydatribe.org/transportation.hotmail,7246,GDM2XDL25K58,,,2,Alaska Non-UZA,"Hydaburg ANVSA, AK"," 359,299 ", -   , -   , 2 ,, 2 ,,,Tier II,,,
0R03,00280,0R03-052,Central Washington Airporter,CWA,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,1416 Whitehorn St,,,Ferndale,WA,98248,8923,10,http://www.gold-line.us,1724,URXJX7P89MH7,,,,,,,,,,, -   ,,,Tier II,,,
0R03,00282,0R03-010,Garfield County Transportation Program,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,789 Main St,,23,Pomeroy,WA,99347,9718,10,http://www.garfield-county.com/human-services/senior-transportation.aspx,1724,EJJFTHEDDFN9, 248 ," 409,271 ",,,,,,, 4 ,, 4 , -   , -   ,Tier II,,,
0R03,00285,0R03-039,Thurston Regional Planning Council,TRPC,,Rural Reporter,Rural,COG or Other Planning Agency,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,2411 Chandler Ct Sw,,,Olympia,WA,98502,6038,10,http://www.trpc.org,1724,RA1YHYY4J4N8,,,,,,,,,, 6 , 6 , -   , -   ,Tier II,,,
0R03,00286,0R03-032,Rural Resources Community Action,,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,956 S Main St,Suite A,,Colville,WA,99114,2505,10,http://www.ruralresources.org,1724,K7QZQFKWD987,,,,,,,,, 8 ,, 8 , 14 , 14 ,Tier II,,,
0R03,00287,0R03-029,People for People Moses Lake,PFP,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,302 W Lincoln Ave,,,Yakima,WA,98902,2656,10,http://www.pfp.org,1724,NA1XSQSKCJJ5,,,,,,,,, 26 ,, 26 , -   , -   ,Tier II,,,
0R01,00288,0R01-024,City of Moscow,MOSC,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2022,10/31/2022,206 E 3Rd St,,9203,Moscow,ID,83843,2959,10,http://www.ci.moscow.id.us/,1722,HZ59J892HCC5,,,,,,,,,,, -   ,,,Tier II,,,
0R02,00290,0R02-049,City of Cottage Grove,South Lane Wheels,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,1450 Birch Ave,,,Cottage Grove,OR,97424,1417,10,http://www.southlanetransit.com/,1723,HMLAQC7CC8J3,,,,,,,,, 1 , 6 , 7 , -   , -   ,Tier II,,,
0R01,00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Rural Reporter,Rural,Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2022,10/31/2022,S 4711 Ben Franklin Ln,,,Spokane,WA,99224,5179,10,http://www.appleline.us,1722,DYDJA9HKSNF5,,,,,,,,,,, -   ,,,Tier II,,,
0R03,00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Intercity Bus,12/31/2022,4/30/2023,S 4711 Ben Franklin Ln,,,Spokane,WA,99224,5179,10,http://www.appleline.us,1722,DYDJA9HKSNF5,,,,,,,,,,, -   ,,,Tier II,,,
0R03,00294,0R03-020,Pullman Transit,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,190 Se Crestview St,,,Pullman,WA,99163,2267,10,http://www.pullmantransit.com,1724,TCK8L733N3K3,,,,,,,,, 17 ,, 17 , -   , -   ,Tier II,,,
0R02,00296,0R02-028,Tillamook County Transportation District,TCTD; The Wave,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,3600 3Rd St Ste A,,,Tillamook,OR,97141,2730,10,http://www.nworegontransit.org/agencies/tillamook-county-transportation-district/,5979,R2L7KBX6J286,,,,,,,,, 19 ,, 19 , -   , -   ,Tier II,,,
0R03,00297,0R03-008,People for People Yakima,PFP,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,302 W Lincoln Ave,,,Yakima,WA,98902,2656,10,http://www.pfp.org,1724,NA1XSQSKCJJ5,,,97507,"Yakima, WA",," 133,145 "," 2,387 ", 56 , 17 ,, 17 , -   , -   ,Tier II,,,
0R03,00298,0R03-013,Island Transit,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,19758 Sr 20,,,Coupeville,WA,98239,9656,10,http://www.islandtransit.com,1724,P6LJYEN316D7,,,,,,,,, 52 ,, 52 , -   , -   ,Tier II,,,
0R03,00299,0R03-015,Klickitat County Senior Services,MATS,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,115 W Court St Ms 205,,,Goldendale,WA,98620,8905,10,http://www.klickitatcounty.org/363/Mount-Adams-Transportation-Service-MATS,1724,LUMMDUGCZWE7,,,,,,,,, 14 ,, 14 , 3 , 3 ,Tier II,,,
0R02,00300,0R02-027,City of Silverton,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,306 S Water St,,,Silverton,OR,97381,2135,10,http://www.silverton.or.us/198/Silver-Trolley,1723,PL9YE2DUS6S3,,,,,,,,, 3 ,, 3 , -   , -   ,Tier II,,,
0R02,00301,0R02-008,South Clackamas Transportation District,SCTD,South Clackamas Transportation District,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,807 E Main St,,517,Molalla,OR,97038,9164,10,http://www.sctd.org,1723,L6ZXQ1Y6G561,,,,,,,,,, 4 , 4 , -   , -   ,Tier II,,,
0R03,00303,0R03-009,Clallam Transit System,CTS,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,830 W Lauridsen Blvd,,,Port Angeles,WA,98363,2300,10,http://www.clallamtransit.com,1724,MLEKAKNA8K75,,,,,,,,, 47 ,, 47 , -   , -   ,Tier II,,,
8R02,00304,0R01-043,Salt Lake Express,SLE,,Rural Reporter,Rural,Corporation,8R02,Montana Department of Transportation,Intercity Bus,6/30/2022,10/31/2022,785 S Railroad Ave,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,,,,,,, -   ,,,Tier II,,,
8R05,00304,0R01-043,Salt Lake Express,SLE,,Rural Reporter,Rural,Corporation,8R05,Wyoming Department of Transportation,Intercity Bus,9/30/2022,1/31/2023,785 S Railroad Ave,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,,,,,,, -   ,,,Tier II,,,
0R01,00304,0R01-043,Salt Lake Express,SLE,,Rural Reporter,Rural,Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2022,10/31/2022,785 S Railroad Ave,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,,,,,,, -   ,,,Tier II,,,
8R06,00304,0R01-043,Salt Lake Express,SLE,,Rural Reporter,Rural,Corporation,8R06,Utah Department of Transportation,Intercity Bus,6/30/2022,10/31/2022,785 S Railroad Ave,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,,,,,,, -   ,,,Tier II,,,
0R02,00307,0R02-006,Coos County Area Transit,CCAT,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,93781 Newport Ln,,1118,Coos Bay,OR,97420,4067,10,http://www.coostransit.org,1723,ER4RKB9W2A57,,,,,,,,, 11 , 1 , 12 , -   , -   ,Tier II,,,
0R02,00308,0R02-029,Curry County Public Transit Service District,,Curry Public Transit Inc,Rural Reporter,Rural,Provider Reporting on Behalf of a Public Entity,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,412 Alder St,,1771,Brookings,OR,97415,9014,10,http://www.currypublictransit.org,1723,CZACBZCTNSV3,,,,,,,,, 11 ,, 11 , -   , -   ,Tier II,,,
0R03,00309,0R03-011,Grant County Transportation Authority,GTA,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,8392 Westover Blvd Ne,,,Moses Lake,WA,98837,3355,10,http://www.gta-ride.com,1724,NFL7DGLRMHD6,,,,,,,,, 28 , 12 , 40 , -   , -   ,Tier II,,,
0R02,00310,0R02-020,Lincoln County Transportation Service District,Lincoln County Transit,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,410 Ne Harney St,,,Newport,OR,97365,2898,10,http://co.lincoln.or.us/transit,5910,FL87RHG8TSD6,,,,,,,,, 13 ,, 13 , -   , -   ,Tier II,,,
0R01,00311,0R01-003,Mountain Rides Transportation Authority,MRTA,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2022,10/31/2022,800 1St Ave N,,3091,Ketchum,ID,83340,0,10,www.mountainrides.org,1722,MKSCKKYC7NE9,,,,,,,,, 32 ,, 32 , -   , -   ,Tier II,,,
0R03,00312,0R03-046,Hopesource,,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,700 E Mountain View Ave,STE 501,,Ellensburg,WA,98926,4802,10,http://www.hopesource.us,1724,MJGHVZSUVGJ3,,,,,,,,, 12 ,, 12 , -   , -   ,Tier II,,,
0R02,00313,0R02-023,Grant County Transportation District,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,,,126,John Day,OR,97845,126,10,http://www.grantcountypeoplemover.com,1723,,,,,,,,,, 6 ,, 6 , -   , -   ,Tier II,,,
0R03,00314,0R03-012,Grays Harbor Transit,GHT,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,705 30Th St,,,Hoquiam,WA,98550,4237,10,http://www.ghtransit.com,1724,N53ZTKNNCYQ5,,,,,,,,, 44 ,, 44 , -   , -   ,Tier II,,,
0R03,00315,0R03-017,Mason County Transportation Authority,MTA,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,790 E Johns Prairie Rd,,1880,Shelton,WA,98584,1265,10,http://www.masontransit.org,1724,ZL58AVGU81E6,,,,,,,,, 28 ,, 28 , -   , -   ,Tier II,,,
0R03,00316,0R03-035,Jefferson Transit,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,63 4 Corners Rd,,,Port Townsend,WA,98368,9366,10,http://www.jeffersontransit.com,1724,CDKCRDC5A7J7,,,,,,,,, 10 ,, 10 , -   , -   ,Tier II,,,
0R03,00317,0R03-006,Mt Si Senior Center,,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,411 Main Ave S,,806,North Bend,WA,98045,8215,10,http://www.svtbus.org/,1724,GDG3YC95NHK6,,,,,,,,, 8 ,, 8 , -   , -   ,Tier II,,,
0R02,00319,0R02-002,Hood River County Transportation District,CAT,Columbia Area Transit,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,600 E Marina Dr,,1147,Hood River,OR,97031,2383,10,ridecatbus.org,1723,C1KLFMW183Q8,,,,,,,,, 16 ,, 16 , -   , -   ,Tier II,,,
0R04,00320,0R04-014,Center for Community ,,,Rural Reporter,Rural,Corporation,0R04,Alaska Department of Transportation,,6/30/2022,10/31/2022,700 Katlian St,STE B,,Sitka,AK,99835,7359,10,http://www.ptialaska.net/~cfcsitka/index.htm,1725,YGCVC6EQHVH6,,,,,,,,,,, -   , -   , -   ,Tier II,,,
0R02,00321,0R02-015,Yamhill County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,535 Ne 5Th St,,,Mcminnville,OR,97128,4504,10,http://www.yctransitarea.org,1723,HLQDJB59AHM3,,,,,,,,,, 24 , 24 , -   , -   ,Tier II,,,
0R03,00322,0R03-019,Pacific Transit,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,216 2Nd St,,,Raymond,WA,98577,2406,10,http://www.pacifictransit.org,1724,SRRXZP4MKF35,,,,,,,,, 10 ,, 10 , -   , -   ,Tier II,,,
0R02,00323,0R02-046,Malheur Council on Aging and Community Services,MCOA,Malheur Council On Aging And Community Services,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,842 Se 1St Ave,,,Ontario,OR,97914,2904,10,www.mcoacs.org,1723,QNQEKQPXH2J1,,,,,,,,, 9 ,, 9 , -   , -   ,Tier II,,,
0R02,00325,0R02-057,"MTR Western, LLC",NorthWest POINT,,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2022,10/31/2022,720 S Forest St,,,Seattle,WA,98134,2122,10,https://mtrwestern.com/,1723,L9M5ALLFK853,,,,,,,,,,, -   ,,,Tier II,,,
0R02,00326,0R02-048,CAC Transportation,Central Oregon Breeze,,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2022,10/31/2022,,,8819,Bend,OR,97402,,10,http://www.cobreeze.com,1723,,,,,,,,,,,, -   ,,,Tier II,,,
0R04,00327,0R04-002,Valley Transit,,,Rural Reporter,Rural,Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,"225 W Riley Ave					",,,Wasilla,AK,99654,8020,10,http://www.valleytransitak.org,1725,N1JPGHCWASX3,,,92459,"Wasilla--Knik-Fairview--North Lakes, AK",," 53,444 ", 927 , 58 , 10 ,, 10 , -   , -   ,Tier II,,,
0R02,00330,0R02-025,City of Canby,CAT,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,,,930,,OR,,,10,http://www.canbyoregon.gov/transportation/routes.htm,1723,URZLKHDR2PM3,,,71317,"Portland, OR--WA",," 2,104,238 "," 4,052 ", 519 ,, 10 , 10 , -   , -   ,Tier II,,,
0R02,00331,0R02-026,Sunset Empire Transportation District,SETD,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,900 Marine Dr,,,Astoria,OR,97103,4218,10,http://www.ridethebus.org,1723,Z9KTKMW3YRE5,,,,,,,,, 12 ,, 12 , -   , -   ,Tier II,,,
0R03,00332,0R03-045,Okanogan County Transportation & Nutrition,OCTN,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,431 W 5Th St,,711,Omak,WA,98841,9709,10,http://www.octn.org,1724,CZNTR7EMJZU7,,,,,,,,, 11 ,, 11 , -   , -   ,Tier II,,,
0R03,00333,0R01-020,Council on Aging & Human Services (COAST),COAST,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,210 S Main St,,107,Colfax,WA,99111,1820,10,https://www.coacolfax.org/transportation,1724,N5UNML5ZHJ64, 14 ," 42,230 ",,,,,,, 31 ,, 31 , 25 , 26 ,Tier II,,,
0R03,00336,0R03-023,Skamania County Senior Services,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,240 Nw Vancouver Ave,,369,Stevenson,WA,98648,6447,10,http://www.skamaniacounty.org,1724,QGNENMA6UFU7,,,,,,,,, 11 ,, 11 , 3 , 3 ,Tier II,,,
0R02,00339,0R02-001,Basin Transit Service,BTS,Basin Transit Service Transportation District,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,1130 Adams St,,,Klamath Falls,OR,97601,3393,10,www.basintransit.com,1723,M7NGFAU6NFN7,,,,,,,,, 10 ,, 10 , -   , -   ,Tier II,,,
0R04,00340,0R04-001,"Senior Citizens of Kodiak, Inc.",KATS,,Rural Reporter,Rural,Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,302 Erskine Ave,,,Kodiak,AK,99615,6341,10,http://www.kodiakseniorcenter.org,1725,M2EARGAT9NJ3,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
0R01,00341,0R01-021,Selkirks-Pend Oreille Transit Authority (SPOT),SPT,,Rural Reporter,Rural,Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2022,10/31/2022,699 Lakeshore Ave,,,Dover,ID,83825,,10,http://www.spotbus.org/,1722,Q5N9V94M2D99,,,,,,,,, 9 ,, 9 , -   , -   ,Tier II,,,
0R01,00342,0R01-013,Valley Vista Care Corporation,VVCC,,Reduced Asset Reporter,Asset,Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2022,10/31/2022,820 Elm Dr,,,Saint Maries,ID,83861,2119,10,http://www.valleyvista.org,1722,W9LRNWB3QEM5,,,,,,,,,,, -   ,,,Tier II,,,
0R02,00343,0R02-012,Community Connection of Northeast Oregon,CCNO,,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,2802 Adams Ave,,,La Grande,OR,97850,5267,10,http://www.neotransit.org/,1723,QK7PFPHWHK32,,,,,,,,, 21 ,, 21 , -   , -   ,Tier II,,,
0R04,00345,0R04-011,Glacier Valley Transit,,,Rural Reporter,Rural,Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1000 Arlberg Rd,,249,Girdwood,AK,99587,,10,www.glaciervalleytransit.com,1725,J74WV5FLNCV8,,,,,,,,,, 4 , 4 , -   , -   ,Tier II,,,
0R01,00347,0R01-007,SMART Transit,RPT,,Rural Reporter,Rural,Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2022,10/31/2022,1006 Railroad St,,1102,Moscow,ID,83843,2311,10,http://www.smarttransit.org,1722,GZC9CXK5M4P3,,,,,,,,, 5 ,, 5 , -   , -   ,Tier II,,,
0R02,00348,0R02-059,"Senior Citizens of Sweet Home, Inc.",,,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,880 18Th Ave,,,Sweet Home,OR,97386,,10,http://www.linnshuttle.com,1723,,,,,,,,,, 11 ,, 11 , -   , -   ,Tier II,,,
0R04,00354,0R04-017,"Catholic Community Service, Sitka",,,Rural Reporter,Rural,Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1803 Glacier Hwy,,,Juneau,AK,99801,7804,10,"www.ccsjuneau.org/8,southeastseniorservices",1725,ELG4AV8F9JD6,,,,,,,,, 3 ,, 3 , -   , -   ,Tier II,,,
0R01,00357,0R01-001,TransIV Buses - College of Southern Idaho,TRANS IV,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2022,10/31/2022,315 Falls Ave,,1238,Twin Falls,ID,83301,3367,10,http://www.csi.edu/support/transiv/tiv_body.html,1722,CJEELRDZ8PJ5,,,89245,"Twin Falls, ID",," 58,808 "," 2,665 ", 22 , 9 ,, 9 , -   , -   ,Tier II,,,
0R04,00358,0R04-004,Ketchikan Gateway Borough,The Bus,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1900 First Ave,STE 118,,Ketchikan,AK,99901,6059,10,http://www.kgbak.us,1725,NT7HKWKL2P35,,,,,,,,, 5 , 5 , 10 , -   , -   ,Tier II,,,
0R02,00359,0R02-010,City of Pendleton,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,500 Sw Dorion Ave,,,Pendleton,OR,97801,2035,10,https://pendleton.or.us/transportation,1723,PSJQDEBR77G3,,,,,,,,,, 6 , 6 , -   , -   ,Tier II,,,
0R02,00360,0R02-007,City of Woodburn,WTS,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,270 Montgomery St,,,Woodburn,OR,97071,4730,10,https://www.woodburn-or.gov/transit,1723,XFXCFLYQ8DP6,,,,,,,,, 4 ,, 4 , 2 , 1 ,Tier II,,,
0R02,00362,0R02-044,TAC Transportation,HighDesert POINT,Pacific Crest Bus Lines,Rural Reporter,Rural,Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2022,10/31/2022,5355 Sw Helmholtz Way,,7881,Redmond,OR,97756,9411,10,https://pacificcrestbuslines.com/,1723,VJUGPP8AMUM3, 80 ," 48,000 ",,,,,,,,, -   ,,,Tier II,,,
0R02,00363,0R02-039,Clackamas County Social Services,Mt. Hood Express,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2022,10/31/2022,2051 Kaen Rd,,2950,Oregon City,OR,97045,4035,10,https://www.clackamas.us/socialservices/transportation.html,1723,NVWKAVB8JND6,,,71317,"Portland, OR--WA",," 2,104,238 "," 4,052 ", 519 , 19 , 5 , 24 , 26 , 26 ,Tier II,,,
0R03,00364,0R03-025,Twin Transit,,,Rural Reporter,Rural,Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,212 E Locust St,,,Centralia,WA,98531,4136,10,http://www.twintransit.org,1724,P5G3D4TC6G15,,,,,,,,, 26 ,, 26 , -   , -   ,Tier II,,,
0R03,00366,0R03-030,White Pass Community Services Coalition,L.E.W.I.S. Mountain Highway Transit,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,,,789,Morton,WA,98356,789,10,https://www.lmtaaa.org/,1724,,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
0R03,00368,0R03-004,Lower Columbia Community Action Council,LCCAC,,Rural Reporter,Rural,Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,1526 Commerce Ave,,,Longview,WA,98632,4102,10,http://www.lowercolumbiacap.org,1724,FKLVP1FC8LF4,,,,,,,,, 5 ,, 5 , 2 , 2 ,Tier II,,,
